year,geography,geography_type,indicator,value,value_type,demographics,demographic_type,included
2017,Moore,County,All Opioids and Benzodiazepines,0,Count,,,No
2017,Moore,County,All Drug Overdose Deaths,2,Count,,,No
2017,Moore,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count,,,No
2017,Moore,County,Stimulant Death,0,Rate,,,No
2017,Moore,County,Benzodiazepine Death,0,Rate,,,No
2017,Moore,County,Cocaine Death,0,Rate,,,No
2017,Moore,County,Fentanyl Death,0,Rate,,,No
2017,Moore,County,Heroin Death,0,Rate,,,No
2017,Moore,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Moore,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2017,Moore,County,Opioids and Any Stimulant,0,Rate,,,No
2017,Moore,County,All Opioids and Benzodiazepines,0,Rate,,,No
2017,Moore,County,All Drug Overdose Deaths,,Rate,,,No
2017,Moore,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate,,,No
2017,Morgan,County,Stimulant Death,0,Count,,,No
2017,Morgan,County,Benzodiazepine Death,3,Count,,,No
2017,Morgan,County,Cocaine Death,0,Count,,,No
2017,Morgan,County,Fentanyl Death,0,Count,,,No
2017,Morgan,County,Heroin Death,0,Count,,,No
2017,Morgan,County,Opioid Death,3,Count,,,No
2017,Morgan,County,All Opioids,3,Count,,,No
2017,Morgan,County,Opioids and Any Stimulant,0,Count,,,No
2017,Morgan,County,All Opioids and Benzodiazepines,3,Count,,,No
2017,Morgan,County,All Drug Overdose Deaths,3,Count,,,No
2017,Morgan,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count,,,No
2017,Morgan,County,Stimulant Death,0,Rate,,,No
2017,Morgan,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2017,Morgan,County,Cocaine Death,0,Rate,,,No
2017,Morgan,County,Fentanyl Death,0,Rate,,,No
2017,Morgan,County,Heroin Death,0,Rate,,,No
2017,Morgan,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Morgan,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2017,Morgan,County,Opioids and Any Stimulant,0,Rate,,,No
2017,Morgan,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2017,Morgan,County,All Drug Overdose Deaths,,Rate,,,No
2017,Morgan,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate,,,No
2017,Nashville and Davidson Metro,Region,Stimulant Death,94,Count,,,No
2017,Nashville and Davidson Metro,Region,Benzodiazepine Death,83,Count,,,No
2017,Nashville and Davidson Metro,Region,Cocaine Death,80,Count,,,No
2017,Nashville and Davidson Metro,Region,Fentanyl Death,76,Count,,,No
2017,Nashville and Davidson Metro,Region,Heroin Death,77,Count,,,No
2017,Nashville and Davidson Metro,Region,Opioid Death,78,Count,,,No
2017,Nashville and Davidson Metro,Region,All Opioids,184,Count,,,No
2017,Nashville and Davidson Metro,Region,Opioids and Any Stimulant,60,Count,,,No
2017,Nashville and Davidson Metro,Region,All Opioids and Benzodiazepines,73,Count,,,No
2017,Nashville and Davidson Metro,Region,All Drug Overdose Deaths,236,Count,,,No
2017,Nashville and Davidson Metro,Region,Psychostimulants with Abuse Potential (Including Methamphetamine),14,Count,,,No
2017,Nashville and Davidson Metro,Region,Stimulant Death,12,Rate,,,No
2017,Nashville and Davidson Metro,Region,Benzodiazepine Death,11,Rate,,,No
2017,Nashville and Davidson Metro,Region,Cocaine Death,11,Rate,,,No
2017,Nashville and Davidson Metro,Region,Fentanyl Death,11,Rate,,,No
2017,Nashville and Davidson Metro,Region,Heroin Death,10,Rate,,,No
2017,Nashville and Davidson Metro,Region,Opioid Death,11,Rate,,,No
2017,Nashville and Davidson Metro,Region,All Opioids,25,Rate,,,No
2017,Nashville and Davidson Metro,Region,Opioids and Any Stimulant,8,Rate,,,No
2017,Nashville and Davidson Metro,Region,All Opioids and Benzodiazepines,10,Rate,,,No
2017,Nashville and Davidson Metro,Region,All Drug Overdose Deaths,32,Rate,,,No
2017,Nashville and Davidson Metro,Region,Psychostimulants with Abuse Potential (Including Methamphetamine),2,Rate,,,No
2017,Northeast Tennessee,Region,Stimulant Death,20,Count,,,No
2017,Northeast Tennessee,Region,Benzodiazepine Death,39,Count,,,No
2017,Northeast Tennessee,Region,Cocaine Death,5,Count,,,No
2017,Northeast Tennessee,Region,Fentanyl Death,15,Count,,,No
2017,Northeast Tennessee,Region,Heroin Death,4,Count,,,No
2017,Northeast Tennessee,Region,Opioid Death,50,Count,,,No
2017,Northeast Tennessee,Region,All Opioids,73,Count,,,No
2017,Northeast Tennessee,Region,Opioids and Any Stimulant,11,Count,,,No
2017,Northeast Tennessee,Region,All Opioids and Benzodiazepines,37,Count,,,No
2017,Northeast Tennessee,Region,All Drug Overdose Deaths,98,Count,,,No
2017,Northeast Tennessee,Region,Psychostimulants with Abuse Potential (Including Methamphetamine),16,Count,,,No
2017,Northeast Tennessee,Region,Stimulant Death,6,Rate,,,No
2017,Northeast Tennessee,Region,Benzodiazepine Death,10,Rate,,,No
2017,Northeast Tennessee,Region,Drug Overdose Deaths Involving Cocaine,,Rate,,,No
2017,Northeast Tennessee,Region,Fentanyl Death,4,Rate,,,No
2017,Northeast Tennessee,Region,Drug Overdose Deaths Involving Heroin,,Rate,,,No
2017,Northeast Tennessee,Region,Opioid Death,13,Rate,,,No
2017,Northeast Tennessee,Region,All Opioids,19,Rate,,,No
2017,Northeast Tennessee,Region,Opioids and Any Stimulant,3,Rate,,,No
2017,Northeast Tennessee,Region,All Opioids and Benzodiazepines,10,Rate,,,No
2017,Northeast Tennessee,Region,All Drug Overdose Deaths,27,Rate,,,No
2017,Northeast Tennessee,Region,Psychostimulants with Abuse Potential (Including Methamphetamine),5,Rate,,,No
2017,Obion,County,Stimulant Death,1,Count,,,No
2017,Obion,County,Benzodiazepine Death,0,Count,,,No
2017,Obion,County,Cocaine Death,1,Count,,,No
2017,Obion,County,Fentanyl Death,0,Count,,,No
2017,Obion,County,Heroin Death,0,Count,,,No
2017,Obion,County,Opioid Death,0,Count,,,No
2017,Obion,County,All Opioids,0,Count,,,No
2017,Obion,County,Opioids and Any Stimulant,0,Count,,,No
2017,Obion,County,All Opioids and Benzodiazepines,0,Count,,,No
2017,Obion,County,All Drug Overdose Deaths,1,Count,,,No
2017,Obion,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count,,,No
2017,Obion,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2017,Obion,County,Benzodiazepine Death,0,Rate,,,No
2017,Obion,County,Drug Overdose Deaths Involving Cocaine,,Rate,,,No
2017,Obion,County,Fentanyl Death,0,Rate,,,No
2017,Obion,County,Heroin Death,0,Rate,,,No
2017,Obion,County,Opioid Death,0,Rate,,,No
2017,Obion,County,All Opioids,0,Rate,,,No
2017,Obion,County,Opioids and Any Stimulant,0,Rate,,,No
2017,Obion,County,All Opioids and Benzodiazepines,0,Rate,,,No
2017,Obion,County,All Drug Overdose Deaths,,Rate,,,No
2017,Obion,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate,,,No
2017,Overton,County,Stimulant Death,1,Count,,,No
2017,Overton,County,Benzodiazepine Death,3,Count,,,No
2017,Overton,County,Cocaine Death,1,Count,,,No
2017,Overton,County,Fentanyl Death,0,Count,,,No
2017,Overton,County,Heroin Death,0,Count,,,No
2017,Overton,County,Opioid Death,1,Count,,,No
2017,Overton,County,All Opioids,5,Count,,,No
2017,Overton,County,Opioids and Any Stimulant,1,Count,,,No
2017,Overton,County,All Opioids and Benzodiazepines,3,Count,,,No
2017,Overton,County,All Drug Overdose Deaths,6,Count,,,No
2017,Overton,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count,,,No
2017,Overton,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2017,Overton,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2017,Overton,County,Drug Overdose Deaths Involving Cocaine,,Rate,,,No
2017,Overton,County,Fentanyl Death,0,Rate,,,No
2017,Overton,County,Heroin Death,0,Rate,,,No
2017,Overton,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Overton,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2017,Overton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,,Rate,,,No
2017,Overton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2017,Overton,County,All Drug Overdose Deaths,,Rate,,,No
2017,Overton,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate,,,No
2017,Perry,County,Stimulant Death,1,Count,,,No
2017,Perry,County,Benzodiazepine Death,0,Count,,,No
2017,Perry,County,Cocaine Death,0,Count,,,No
2017,Perry,County,Fentanyl Death,0,Count,,,No
2017,Perry,County,Heroin Death,0,Count,,,No
2017,Perry,County,Opioid Death,1,Count,,,No
2017,Perry,County,All Opioids,1,Count,,,No
2017,Perry,County,Opioids and Any Stimulant,1,Count,,,No
2017,Perry,County,All Opioids and Benzodiazepines,0,Count,,,No
2017,Perry,County,All Drug Overdose Deaths,1,Count,,,No
2017,Perry,County,Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count,,,No
2017,Perry,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2017,Perry,County,Benzodiazepine Death,0,Rate,,,No
2017,Perry,County,Cocaine Death,0,Rate,,,No
2017,Perry,County,Fentanyl Death,0,Rate,,,No
2017,Perry,County,Heroin Death,0,Rate,,,No
2017,Perry,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Perry,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2017,Perry,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,,Rate,,,No
2017,Perry,County,All Opioids and Benzodiazepines,0,Rate,,,No
2017,Perry,County,All Drug Overdose Deaths,,Rate,,,No
2017,Perry,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,,,No
2017,Pickett,County,Stimulant Death,0,Count,,,No
2017,Pickett,County,Benzodiazepine Death,0,Count,,,No
2017,Pickett,County,Cocaine Death,0,Count,,,No
2017,Pickett,County,Fentanyl Death,1,Count,,,No
2017,Pickett,County,Heroin Death,0,Count,,,No
2017,Pickett,County,Opioid Death,0,Count,,,No
2017,Pickett,County,All Opioids,1,Count,,,No
2017,Pickett,County,Opioids and Any Stimulant,0,Count,,,No
2017,Pickett,County,All Opioids and Benzodiazepines,0,Count,,,No
2017,Pickett,County,All Drug Overdose Deaths,1,Count,,,No
2017,Pickett,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count,,,No
2017,Pickett,County,Stimulant Death,0,Rate,,,No
2017,Pickett,County,Benzodiazepine Death,0,Rate,,,No
2017,Pickett,County,Cocaine Death,0,Rate,,,No
2017,Pickett,County,Drug Overdose Deaths Involving Fentanyl,,Rate,,,No
2017,Pickett,County,Heroin Death,0,Rate,,,No
2017,Pickett,County,Opioid Death,0,Rate,,,No
2017,Pickett,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2017,Pickett,County,Opioids and Any Stimulant,0,Rate,,,No
2017,Pickett,County,All Opioids and Benzodiazepines,0,Rate,,,No
2017,Pickett,County,All Drug Overdose Deaths,,Rate,,,No
2017,Pickett,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate,,,No
2017,Polk,County,Stimulant Death,2,Count,,,No
2017,Polk,County,Benzodiazepine Death,1,Count,,,No
2017,Polk,County,Cocaine Death,0,Count,,,No
2017,Polk,County,Fentanyl Death,0,Count,,,No
2017,Polk,County,Heroin Death,0,Count,,,No
2017,Polk,County,Opioid Death,2,Count,,,No
2017,Polk,County,All Opioids,2,Count,,,No
2017,Polk,County,Opioids and Any Stimulant,0,Count,,,No
2017,Polk,County,All Opioids and Benzodiazepines,1,Count,,,No
2017,Polk,County,All Drug Overdose Deaths,5,Count,,,No
2017,Polk,County,Psychostimulants with Abuse Potential (Including Methamphetamine),2,Count,,,No
2017,Polk,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2017,Polk,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2017,Polk,County,Cocaine Death,0,Rate,,,No
2017,Polk,County,Fentanyl Death,0,Rate,,,No
2017,Polk,County,Heroin Death,0,Rate,,,No
2017,Polk,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Polk,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2017,Polk,County,Opioids and Any Stimulant,0,Rate,,,No
2017,Polk,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2017,Polk,County,All Drug Overdose Deaths,,Rate,,,No
2017,Polk,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,,,No
2017,Putnam,County,Stimulant Death,5,Count,,,No
2017,Putnam,County,Benzodiazepine Death,7,Count,,,No
2017,Putnam,County,Cocaine Death,1,Count,,,No
2017,Putnam,County,Fentanyl Death,1,Count,,,No
2017,Putnam,County,Heroin Death,1,Count,,,No
2017,Putnam,County,Opioid Death,7,Count,,,No
2017,Putnam,County,All Opioids,10,Count,,,No
2017,Putnam,County,Opioids and Any Stimulant,3,Count,,,No
2017,Putnam,County,All Opioids and Benzodiazepines,7,Count,,,No
2017,Putnam,County,All Drug Overdose Deaths,13,Count,,,No
2017,Putnam,County,Psychostimulants with Abuse Potential (Including Methamphetamine),4,Count,,,No
2017,Putnam,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2017,Putnam,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2017,Putnam,County,Drug Overdose Deaths Involving Cocaine,,Rate,,,No
2017,Putnam,County,Drug Overdose Deaths Involving Fentanyl,,Rate,,,No
2017,Putnam,County,Drug Overdose Deaths Involving Heroin,,Rate,,,No
2017,Putnam,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Putnam,County,All Opioids,14,Rate,,,No
2017,Putnam,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,,Rate,,,No
2017,Putnam,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2017,Putnam,County,All Drug Overdose Deaths,18,Rate,,,No
2017,Putnam,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,,,No
2017,Rhea,County,Stimulant Death,3,Count,,,No
2017,Rhea,County,Benzodiazepine Death,1,Count,,,No
2017,Rhea,County,Cocaine Death,0,Count,,,No
2017,Rhea,County,Fentanyl Death,0,Count,,,No
2017,Rhea,County,Heroin Death,1,Count,,,No
2017,Rhea,County,Opioid Death,3,Count,,,No
2017,Rhea,County,All Opioids,4,Count,,,No
2017,Rhea,County,Opioids and Any Stimulant,1,Count,,,No
2017,Rhea,County,All Opioids and Benzodiazepines,1,Count,,,No
2017,Rhea,County,All Drug Overdose Deaths,7,Count,,,No
2017,Rhea,County,Psychostimulants with Abuse Potential (Including Methamphetamine),3,Count,,,No
2017,Rhea,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2017,Rhea,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2017,Rhea,County,Cocaine Death,0,Rate,,,No
2017,Rhea,County,Fentanyl Death,0,Rate,,,No
2017,Rhea,County,Drug Overdose Deaths Involving Heroin,,Rate,,,No
2017,Rhea,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Rhea,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2017,Rhea,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,,Rate,,,No
2017,Rhea,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2017,Rhea,County,All Drug Overdose Deaths,,Rate,,,No
2017,Rhea,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,,,No
2017,Roane,County,Stimulant Death,5,Count,,,No
2017,Roane,County,Benzodiazepine Death,8,Count,,,No
2017,Roane,County,Cocaine Death,1,Count,,,No
2017,Roane,County,Fentanyl Death,5,Count,,,No
2017,Roane,County,Heroin Death,0,Count,,,No
2017,Roane,County,Opioid Death,8,Count,,,No
2017,Roane,County,All Opioids,16,Count,,,No
2017,Roane,County,Opioids and Any Stimulant,2,Count,,,No
2017,Roane,County,All Opioids and Benzodiazepines,7,Count,,,No
2017,Roane,County,All Drug Overdose Deaths,22,Count,,,No
2017,Roane,County,Psychostimulants with Abuse Potential (Including Methamphetamine),4,Count,,,No
2017,Roane,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2017,Roane,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2017,Roane,County,Drug Overdose Deaths Involving Cocaine,,Rate,,,No
2017,Roane,County,Drug Overdose Deaths Involving Fentanyl,,Rate,,,No
2017,Roane,County,Heroin Death,0,Rate,,,No
2017,Roane,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Roane,County,All Opioids,26,Rate,,,No
2017,Roane,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,,Rate,,,No
2017,Roane,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2017,Roane,County,All Drug Overdose Deaths,40,Rate,,,No
2017,Roane,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,,,No
2017,Robertson,County,Stimulant Death,1,Count,,,No
2017,Robertson,County,Benzodiazepine Death,9,Count,,,No
2017,Robertson,County,Cocaine Death,0,Count,,,No
2017,Robertson,County,Fentanyl Death,4,Count,,,No
2017,Robertson,County,Heroin Death,4,Count,,,No
2017,Robertson,County,Opioid Death,9,Count,,,No
2017,Robertson,County,All Opioids,15,Count,,,No
2017,Robertson,County,Opioids and Any Stimulant,1,Count,,,No
2017,Robertson,County,All Opioids and Benzodiazepines,9,Count,,,No
2017,Robertson,County,All Drug Overdose Deaths,17,Count,,,No
2017,Robertson,County,Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count,,,No
2017,Robertson,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2017,Robertson,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2017,Robertson,County,Cocaine Death,0,Rate,,,No
2017,Robertson,County,Drug Overdose Deaths Involving Fentanyl,,Rate,,,No
2017,Robertson,County,Drug Overdose Deaths Involving Heroin,,Rate,,,No
2017,Robertson,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Robertson,County,All Opioids,23,Rate,,,No
2017,Robertson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,,Rate,,,No
2017,Robertson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2017,Robertson,County,All Drug Overdose Deaths,25,Rate,,,No
2017,Robertson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,,,No
2017,Rutherford,County,Stimulant Death,20,Count,,,No
2017,Rutherford,County,Benzodiazepine Death,15,Count,,,No
2017,Rutherford,County,Cocaine Death,14,Count,,,No
2017,Rutherford,County,Fentanyl Death,20,Count,,,No
2017,Rutherford,County,Heroin Death,18,Count,,,No
2017,Rutherford,County,Opioid Death,18,Count,,,No
2017,Rutherford,County,All Opioids,48,Count,,,No
2017,Rutherford,County,Opioids and Any Stimulant,11,Count,,,No
2017,Rutherford,County,All Opioids and Benzodiazepines,13,Count,,,No
2017,Rutherford,County,All Drug Overdose Deaths,65,Count,,,No
2017,Rutherford,County,Psychostimulants with Abuse Potential (Including Methamphetamine),10,Count,,,No
2017,Rutherford,County,Stimulant Death,6,Rate,,,No
2017,Rutherford,County,Benzodiazepine Death,5,Rate,,,No
2017,Rutherford,County,Cocaine Death,4,Rate,,,No
2017,Rutherford,County,Fentanyl Death,6,Rate,,,No
2017,Rutherford,County,Heroin Death,6,Rate,,,No
2017,Rutherford,County,Opioid Death,6,Rate,,,No
2017,Rutherford,County,All Opioids,15,Rate,,,No
2017,Rutherford,County,Opioids and Any Stimulant,4,Rate,,,No
2017,Rutherford,County,All Opioids and Benzodiazepines,4,Rate,,,No
2017,Rutherford,County,All Drug Overdose Deaths,20,Rate,,,No
2017,Rutherford,County,Psychostimulants with Abuse Potential (Including Methamphetamine),3,Rate,,,No
2017,Scott,County,Stimulant Death,1,Count,,,No
2017,Scott,County,Benzodiazepine Death,0,Count,,,No
2017,Scott,County,Cocaine Death,0,Count,,,No
2017,Scott,County,Fentanyl Death,0,Count,,,No
2017,Scott,County,Heroin Death,0,Count,,,No
2017,Scott,County,Opioid Death,1,Count,,,No
2017,Scott,County,All Opioids,2,Count,,,No
2017,Scott,County,Opioids and Any Stimulant,0,Count,,,No
2017,Scott,County,All Opioids and Benzodiazepines,0,Count,,,No
2017,Scott,County,All Drug Overdose Deaths,3,Count,,,No
2017,Scott,County,Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count,,,No
2017,Scott,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2017,Scott,County,Benzodiazepine Death,0,Rate,,,No
2017,Scott,County,Cocaine Death,0,Rate,,,No
2017,Scott,County,Fentanyl Death,0,Rate,,,No
2017,Scott,County,Heroin Death,0,Rate,,,No
2017,Scott,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Scott,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2017,Scott,County,Opioids and Any Stimulant,0,Rate,,,No
2017,Scott,County,All Opioids and Benzodiazepines,0,Rate,,,No
2017,Scott,County,All Drug Overdose Deaths,,Rate,,,No
2017,Scott,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,,,No
2017,Sequatchie,County,Stimulant Death,3,Count,,,No
2017,Sequatchie,County,Benzodiazepine Death,0,Count,,,No
2017,Sequatchie,County,Cocaine Death,1,Count,,,No
2017,Sequatchie,County,Fentanyl Death,1,Count,,,No
2017,Sequatchie,County,Heroin Death,0,Count,,,No
2017,Sequatchie,County,Opioid Death,1,Count,,,No
2017,Sequatchie,County,All Opioids,3,Count,,,No
2017,Sequatchie,County,Opioids and Any Stimulant,2,Count,,,No
2017,Sequatchie,County,All Opioids and Benzodiazepines,0,Count,,,No
2017,Sequatchie,County,All Drug Overdose Deaths,4,Count,,,No
2017,Sequatchie,County,Psychostimulants with Abuse Potential (Including Methamphetamine),2,Count,,,No
2017,Sequatchie,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2017,Sequatchie,County,Benzodiazepine Death,0,Rate,,,No
2017,Sequatchie,County,Drug Overdose Deaths Involving Cocaine,,Rate,,,No
2017,Sequatchie,County,Drug Overdose Deaths Involving Fentanyl,,Rate,,,No
2017,Sequatchie,County,Heroin Death,0,Rate,,,No
2017,Sequatchie,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Sequatchie,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2017,Sequatchie,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,,Rate,,,No
2017,Sequatchie,County,All Opioids and Benzodiazepines,0,Rate,,,No
2017,Sequatchie,County,All Drug Overdose Deaths,,Rate,,,No
2017,Sequatchie,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,,,No
2017,Sevier,County,Stimulant Death,14,Count,,,No
2017,Sevier,County,Benzodiazepine Death,6,Count,,,No
2017,Sevier,County,Cocaine Death,3,Count,,,No
2017,Sevier,County,Fentanyl Death,9,Count,,,No
2017,Sevier,County,Heroin Death,5,Count,,,No
2017,Sevier,County,Opioid Death,14,Count,,,No
2017,Sevier,County,All Opioids,24,Count,,,No
2017,Sevier,County,Opioids and Any Stimulant,10,Count,,,No
2017,Sevier,County,All Opioids and Benzodiazepines,6,Count,,,No
2017,Sevier,County,All Drug Overdose Deaths,32,Count,,,No
2017,Sevier,County,Psychostimulants with Abuse Potential (Including Methamphetamine),13,Count,,,No
2017,Sevier,County,Stimulant Death,16,Rate,,,No
2017,Sevier,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2017,Sevier,County,Drug Overdose Deaths Involving Cocaine,,Rate,,,No
2017,Sevier,County,Drug Overdose Deaths Involving Fentanyl,,Rate,,,No
2017,Sevier,County,Drug Overdose Deaths Involving Heroin,,Rate,,,No
2017,Sevier,County,Opioid Death,15,Rate,,,No
2017,Sevier,County,All Opioids,27,Rate,,,No
2017,Sevier,County,Opioids and Any Stimulant,11,Rate,,,No
2017,Sevier,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2017,Sevier,County,All Drug Overdose Deaths,35,Rate,,,No
2017,Sevier,County,Psychostimulants with Abuse Potential (Including Methamphetamine),15,Rate,,,No
2017,Shelby,County,Stimulant Death,92,Count,,,No
2017,Shelby,County,Benzodiazepine Death,75,Count,,,No
2017,Shelby,County,Cocaine Death,60,Count,,,No
2017,Shelby,County,Fentanyl Death,106,Count,,,No
2017,Shelby,County,Heroin Death,59,Count,,,No
2017,Shelby,County,Opioid Death,52,Count,,,No
2017,Shelby,County,All Opioids,160,Count,,,No
2017,Shelby,County,Opioids and Any Stimulant,59,Count,,,No
2017,Shelby,County,All Opioids and Benzodiazepines,69,Count,,,No
2017,Shelby,County,All Drug Overdose Deaths,207,Count,,,No
2017,Shelby,County,Psychostimulants with Abuse Potential (Including Methamphetamine),39,Count,,,No
2017,Shelby,County,Stimulant Death,10,Rate,,,No
2017,Shelby,County,Benzodiazepine Death,8,Rate,,,No
2017,Shelby,County,Cocaine Death,6,Rate,,,No
2017,Shelby,County,Fentanyl Death,12,Rate,,,No
2017,Shelby,County,Heroin Death,7,Rate,,,No
2017,Shelby,County,Opioid Death,6,Rate,,,No
2017,Shelby,County,All Opioids,17,Rate,,,No
2017,Shelby,County,Opioids and Any Stimulant,7,Rate,,,No
2017,Shelby,County,All Opioids and Benzodiazepines,8,Rate,,,No
2017,Shelby,County,All Drug Overdose Deaths,22,Rate,,,No
2017,Shelby,County,Psychostimulants with Abuse Potential (Including Methamphetamine),4,Rate,,,No
2017,Smith,County,Stimulant Death,1,Count,,,No
2017,Smith,County,Benzodiazepine Death,1,Count,,,No
2017,Smith,County,Cocaine Death,0,Count,,,No
2017,Smith,County,Fentanyl Death,1,Count,,,No
2017,Smith,County,Heroin Death,1,Count,,,No
2017,Smith,County,Opioid Death,1,Count,,,No
2017,Smith,County,All Opioids,2,Count,,,No
2017,Smith,County,Opioids and Any Stimulant,0,Count,,,No
2017,Smith,County,All Opioids and Benzodiazepines,1,Count,,,No
2017,Smith,County,All Drug Overdose Deaths,3,Count,,,No
2017,Smith,County,Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count,,,No
2017,Smith,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2017,Smith,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2017,Smith,County,Cocaine Death,0,Rate,,,No
2017,Smith,County,Drug Overdose Deaths Involving Fentanyl,,Rate,,,No
2017,Smith,County,Drug Overdose Deaths Involving Heroin,,Rate,,,No
2017,Smith,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2017,Smith,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2017,Smith,County,Opioids and Any Stimulant,0,Rate,,,No
2017,Smith,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2017,Smith,County,All Drug Overdose Deaths,,Rate,,,No
2017,Smith,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,,,No
2017,South Central Tennessee,Region,Stimulant Death,20,Count,,,No
