year,geography,geography_type,indicator,value,value_type
2018,Decatur,County,Alprazolam,936,Patients
2018,Decatur,County,Clonazepam,278,Patients
2018,Decatur,County,Diazepam,237,Patients
2018,Decatur,County,Lorazepam,232,Patients
2018,Decatur,County,All Opioids for Pain,3439,Patients
2018,Decatur,County,Hydrocodone,2086,Patients
2018,Decatur,County,Oxycodone,987,Patients
2018,Decatur,County,Tramadol,691,Patients
2018,Decatur,County,All Benzodiazepines,886,Rate
2018,Decatur,County,Alprazolam,490,Rate
2018,Decatur,County,Clonazepam,156,Rate
2018,Decatur,County,Diazepam,87,Rate
2018,Decatur,County,Lorazepam,110,Rate
2018,Decatur,County,All Opioids for Pain,1363,Rate
2018,Decatur,County,Hydrocodone,626,Rate
2018,Decatur,County,Oxycodone,387,Rate
2018,Decatur,County,Tramadol,174,Rate
2018,DeKalb,County,All Benzodiazepines,12725,Count
2018,DeKalb,County,Alprazolam,5061,Count
2018,DeKalb,County,Clonazepam,2243,Count
2018,DeKalb,County,Diazepam,1697,Count
2018,DeKalb,County,Lorazepam,2871,Count
2018,DeKalb,County,All Opioids for Pain,26188,Count
2018,DeKalb,County,Hydrocodone,12295,Count
2018,DeKalb,County,Oxycodone,8278,Count
2018,DeKalb,County,Tramadol,2376,Count
2018,DeKalb,County,All Benzodiazepines,2058,Patients
2018,DeKalb,County,Alprazolam,724,Patients
2018,DeKalb,County,Clonazepam,342,Patients
2018,DeKalb,County,Diazepam,454,Patients
2018,DeKalb,County,Lorazepam,558,Patients
2018,DeKalb,County,All Opioids for Pain,5106,Patients
2018,DeKalb,County,Hydrocodone,3245,Patients
2018,DeKalb,County,Oxycodone,1716,Patients
2018,DeKalb,County,Tramadol,761,Patients
2018,DeKalb,County,All Benzodiazepines,632,Rate
2018,DeKalb,County,Alprazolam,251,Rate
2018,DeKalb,County,Clonazepam,111,Rate
2018,DeKalb,County,Diazepam,84,Rate
2018,DeKalb,County,Lorazepam,143,Rate
2018,DeKalb,County,All Opioids for Pain,1300,Rate
2018,DeKalb,County,Hydrocodone,611,Rate
2018,DeKalb,County,Oxycodone,411,Rate
2018,DeKalb,County,Tramadol,118,Rate
2018,Dickson,County,All Benzodiazepines,29920,Count
2018,Dickson,County,Alprazolam,11692,Count
2018,Dickson,County,Clonazepam,5838,Count
2018,Dickson,County,Diazepam,4920,Count
2018,Dickson,County,Lorazepam,5295,Count
2018,Dickson,County,All Opioids for Pain,54555,Count
2018,Dickson,County,Hydrocodone,19595,Count
2018,Dickson,County,Oxycodone,19452,Count
2018,Dickson,County,Tramadol,8275,Count
2018,Dickson,County,All Benzodiazepines,5541,Patients
2018,Dickson,County,Alprazolam,2142,Patients
2018,Dickson,County,Clonazepam,902,Patients
2018,Dickson,County,Diazepam,1535,Patients
2018,Dickson,County,Lorazepam,1114,Patients
2018,Dickson,County,All Opioids for Pain,12719,Patients
2018,Dickson,County,Hydrocodone,6921,Patients
2018,Dickson,County,Oxycodone,4877,Patients
2018,Dickson,County,Tramadol,2688,Patients
2018,Dickson,County,All Benzodiazepines,560,Rate
2018,Dickson,County,Alprazolam,219,Rate
2018,Dickson,County,Clonazepam,109,Rate
2018,Dickson,County,Diazepam,92,Rate
2018,Dickson,County,Lorazepam,99,Rate
2018,Dickson,County,All Opioids for Pain,1021,Rate
2018,Dickson,County,Hydrocodone,367,Rate
2018,Dickson,County,Oxycodone,364,Rate
2018,Dickson,County,Tramadol,155,Rate
2018,Dyer,County,All Benzodiazepines,27424,Count
2018,Dyer,County,Alprazolam,14608,Count
2018,Dyer,County,Clonazepam,4525,Count
2018,Dyer,County,Diazepam,2826,Count
2018,Dyer,County,Lorazepam,4384,Count
2018,Dyer,County,All Opioids for Pain,47422,Count
2018,Dyer,County,Hydrocodone,25743,Count
2018,Dyer,County,Oxycodone,12187,Count
2018,Dyer,County,Tramadol,5642,Count
2018,Dyer,County,All Benzodiazepines,4337,Patients
2018,Dyer,County,Alprazolam,2239,Patients
2018,Dyer,County,Clonazepam,695,Patients
2018,Dyer,County,Diazepam,743,Patients
2018,Dyer,County,Lorazepam,883,Patients
2018,Dyer,County,All Opioids for Pain,10479,Patients
2018,Dyer,County,Hydrocodone,7358,Patients
2018,Dyer,County,Oxycodone,2722,Patients
2018,Dyer,County,Tramadol,2036,Patients
2018,Dyer,County,All Benzodiazepines,735,Rate
2018,Dyer,County,Alprazolam,391,Rate
2018,Dyer,County,Clonazepam,121,Rate
2018,Dyer,County,Diazepam,76,Rate
2018,Dyer,County,Lorazepam,117,Rate
2018,Dyer,County,All Opioids for Pain,1271,Rate
2018,Dyer,County,Hydrocodone,690,Rate
2018,Dyer,County,Oxycodone,327,Rate
2018,Dyer,County,Tramadol,151,Rate
2018,East Tennessee,Region,All Benzodiazepines,441341,Count
2018,East Tennessee,Region,Alprazolam,163514,Count
2018,East Tennessee,Region,Clonazepam,117152,Count
2018,East Tennessee,Region,Diazepam,52635,Count
2018,East Tennessee,Region,Lorazepam,77354,Count
2018,East Tennessee,Region,All Opioids for Pain,861408,Count
2018,East Tennessee,Region,Hydrocodone,350784,Count
2018,East Tennessee,Region,Oxycodone,280325,Count
2018,East Tennessee,Region,Tramadol,114921,Count
2018,East Tennessee,Region,All Benzodiazepines,74610,Patients
2018,East Tennessee,Region,Alprazolam,26801,Patients
2018,East Tennessee,Region,Clonazepam,16038,Patients
2018,East Tennessee,Region,Diazepam,14900,Patients
2018,East Tennessee,Region,Lorazepam,17220,Patients
2018,East Tennessee,Region,All Opioids for Pain,189717,Patients
2018,East Tennessee,Region,Hydrocodone,118954,Patients
2018,East Tennessee,Region,Oxycodone,58617,Patients
2018,East Tennessee,Region,Tramadol,36675,Patients
2018,East Tennessee,Region,All Benzodiazepines,573,Rate
2018,East Tennessee,Region,Alprazolam,212,Rate
2018,East Tennessee,Region,Clonazepam,152,Rate
2018,East Tennessee,Region,Diazepam,68,Rate
2018,East Tennessee,Region,Lorazepam,100,Rate
2018,East Tennessee,Region,All Opioids for Pain,1118,Rate
2018,East Tennessee,Region,Hydrocodone,455,Rate
2018,East Tennessee,Region,Oxycodone,364,Rate
2018,East Tennessee,Region,Tramadol,149,Rate
2018,Fayette,County,All Benzodiazepines,21618,Count
2018,Fayette,County,Alprazolam,10093,Count
2018,Fayette,County,Clonazepam,4515,Count
2018,Fayette,County,Diazepam,2167,Count
2018,Fayette,County,Lorazepam,3206,Count
2018,Fayette,County,All Opioids for Pain,36229,Count
2018,Fayette,County,Hydrocodone,16738,Count
2018,Fayette,County,Oxycodone,9845,Count
2018,Fayette,County,Tramadol,5636,Count
2018,Fayette,County,All Benzodiazepines,4108,Patients
2018,Fayette,County,Alprazolam,1864,Patients
2018,Fayette,County,Clonazepam,781,Patients
2018,Fayette,County,Diazepam,693,Patients
2018,Fayette,County,Lorazepam,778,Patients
2018,Fayette,County,All Opioids for Pain,10599,Patients
2018,Fayette,County,Hydrocodone,6317,Patients
2018,Fayette,County,Oxycodone,3423,Patients
2018,Fayette,County,Tramadol,2241,Patients
2018,Fayette,County,All Benzodiazepines,534,Rate
2018,Fayette,County,Alprazolam,249,Rate
2018,Fayette,County,Clonazepam,111,Rate
2018,Fayette,County,Diazepam,53,Rate
2018,Fayette,County,Lorazepam,79,Rate
2018,Fayette,County,All Opioids for Pain,894,Rate
2018,Fayette,County,Hydrocodone,413,Rate
2018,Fayette,County,Oxycodone,243,Rate
2018,Fayette,County,Tramadol,139,Rate
2018,Fentress,County,All Benzodiazepines,10191,Count
2018,Fentress,County,Alprazolam,3729,Count
2018,Fentress,County,Clonazepam,2862,Count
2018,Fentress,County,Diazepam,1165,Count
2018,Fentress,County,Lorazepam,2047,Count
2018,Fentress,County,All Opioids for Pain,30588,Count
2018,Fentress,County,Hydrocodone,7464,Count
2018,Fentress,County,Oxycodone,15969,Count
2018,Fentress,County,Tramadol,2024,Count
2018,Fentress,County,All Benzodiazepines,1686,Patients
2018,Fentress,County,Alprazolam,554,Patients
2018,Fentress,County,Clonazepam,446,Patients
2018,Fentress,County,Diazepam,343,Patients
2018,Fentress,County,Lorazepam,425,Patients
2018,Fentress,County,All Opioids for Pain,5275,Patients
2018,Fentress,County,Hydrocodone,2675,Patients
2018,Fentress,County,Oxycodone,2450,Patients
2018,Fentress,County,Tramadol,761,Patients
2018,Fentress,County,All Benzodiazepines,559,Rate
2018,Fentress,County,Alprazolam,205,Rate
2018,Fentress,County,Clonazepam,157,Rate
2018,Fentress,County,Diazepam,64,Rate
2018,Fentress,County,Lorazepam,112,Rate
2018,Fentress,County,All Opioids for Pain,1679,Rate
2018,Fentress,County,Hydrocodone,410,Rate
2018,Fentress,County,Oxycodone,877,Rate
2018,Fentress,County,Tramadol,111,Rate
2018,Franklin,County,All Benzodiazepines,27509,Count
2018,Franklin,County,Alprazolam,13384,Count
2018,Franklin,County,Clonazepam,4302,Count
2018,Franklin,County,Diazepam,2812,Count
2018,Franklin,County,Lorazepam,4512,Count
2018,Franklin,County,All Opioids for Pain,49147,Count
2018,Franklin,County,Hydrocodone,21544,Count
2018,Franklin,County,Oxycodone,14775,Count
2018,Franklin,County,Tramadol,6708,Count
2018,Franklin,County,All Benzodiazepines,4630,Patients
2018,Franklin,County,Alprazolam,2103,Patients
2018,Franklin,County,Clonazepam,720,Patients
2018,Franklin,County,Diazepam,863,Patients
2018,Franklin,County,Lorazepam,995,Patients
2018,Franklin,County,All Opioids for Pain,11019,Patients
2018,Franklin,County,Hydrocodone,6780,Patients
2018,Franklin,County,Oxycodone,3436,Patients
2018,Franklin,County,Tramadol,2445,Patients
2018,Franklin,County,All Benzodiazepines,657,Rate
2018,Franklin,County,Alprazolam,320,Rate
2018,Franklin,County,Clonazepam,103,Rate
2018,Franklin,County,Diazepam,67,Rate
2018,Franklin,County,Lorazepam,108,Rate
2018,Franklin,County,All Opioids for Pain,1173,Rate
2018,Franklin,County,Hydrocodone,514,Rate
2018,Franklin,County,Oxycodone,353,Rate
2018,Franklin,County,Tramadol,160,Rate
2018,Gibson,County,All Benzodiazepines,43808,Count
2018,Gibson,County,Alprazolam,24479,Count
2018,Gibson,County,Clonazepam,5904,Count
2018,Gibson,County,Diazepam,2609,Count
2018,Gibson,County,Lorazepam,7845,Count
2018,Gibson,County,All Opioids for Pain,60677,Count
2018,Gibson,County,Hydrocodone,32715,Count
2018,Gibson,County,Oxycodone,10923,Count
2018,Gibson,County,Tramadol,10823,Count
2018,Gibson,County,All Benzodiazepines,7021,Patients
2018,Gibson,County,Alprazolam,4065,Patients
2018,Gibson,County,Clonazepam,932,Patients
2018,Gibson,County,Diazepam,748,Patients
2018,Gibson,County,Lorazepam,1408,Patients
2018,Gibson,County,All Opioids for Pain,13777,Patients
2018,Gibson,County,Hydrocodone,9026,Patients
2018,Gibson,County,Oxycodone,3045,Patients
2018,Gibson,County,Tramadol,3318,Patients
2018,Gibson,County,All Benzodiazepines,893,Rate
2018,Gibson,County,Alprazolam,499,Rate
2018,Gibson,County,Clonazepam,120,Rate
2018,Gibson,County,Diazepam,53,Rate
2018,Gibson,County,Lorazepam,160,Rate
2018,Gibson,County,All Opioids for Pain,1237,Rate
2018,Gibson,County,Hydrocodone,667,Rate
2018,Gibson,County,Oxycodone,223,Rate
2018,Gibson,County,Tramadol,221,Rate
2018,Giles,County,All Benzodiazepines,19310,Count
2018,Giles,County,Alprazolam,9329,Count
2018,Giles,County,Clonazepam,3169,Count
2018,Giles,County,Diazepam,2374,Count
2018,Giles,County,Lorazepam,2758,Count
2018,Giles,County,All Opioids for Pain,35106,Count
2018,Giles,County,Hydrocodone,16180,Count
2018,Giles,County,Oxycodone,11370,Count
2018,Giles,County,Tramadol,3979,Count
2018,Giles,County,All Benzodiazepines,3364,Patients
2018,Giles,County,Alprazolam,1588,Patients
2018,Giles,County,Clonazepam,524,Patients
2018,Giles,County,Diazepam,607,Patients
2018,Giles,County,Lorazepam,660,Patients
2018,Giles,County,All Opioids for Pain,7630,Patients
2018,Giles,County,Hydrocodone,4843,Patients
2018,Giles,County,Oxycodone,2576,Patients
2018,Giles,County,Tramadol,1373,Patients
2018,Giles,County,All Benzodiazepines,655,Rate
2018,Giles,County,Alprazolam,316,Rate
2018,Giles,County,Clonazepam,107,Rate
2018,Giles,County,Diazepam,80,Rate
2018,Giles,County,Lorazepam,93,Rate
2018,Giles,County,All Opioids for Pain,1190,Rate
2018,Giles,County,Hydrocodone,548,Rate
2018,Giles,County,Oxycodone,385,Rate
2018,Giles,County,Tramadol,135,Rate
2018,Grainger,County,All Benzodiazepines,15939,Count
2018,Grainger,County,Alprazolam,5634,Count
2018,Grainger,County,Clonazepam,5420,Count
2018,Grainger,County,Diazepam,1639,Count
2018,Grainger,County,Lorazepam,2420,Count
2018,Grainger,County,All Opioids for Pain,28250,Count
2018,Grainger,County,Hydrocodone,12362,Count
2018,Grainger,County,Oxycodone,7621,Count
2018,Grainger,County,Tramadol,3932,Count
2018,Grainger,County,All Benzodiazepines,2380,Patients
2018,Grainger,County,Alprazolam,827,Patients
2018,Grainger,County,Clonazepam,583,Patients
2018,Grainger,County,Diazepam,422,Patients
2018,Grainger,County,Lorazepam,479,Patients
2018,Grainger,County,All Opioids for Pain,5962,Patients
2018,Grainger,County,Hydrocodone,3806,Patients
2018,Grainger,County,Oxycodone,1639,Patients
2018,Grainger,County,Tramadol,1145,Patients
2018,Grainger,County,All Benzodiazepines,689,Rate
2018,Grainger,County,Alprazolam,243,Rate
2018,Grainger,County,Clonazepam,234,Rate
2018,Grainger,County,Diazepam,71,Rate
2018,Grainger,County,Lorazepam,105,Rate
2018,Grainger,County,All Opioids for Pain,1221,Rate
2018,Grainger,County,Hydrocodone,534,Rate
2018,Grainger,County,Oxycodone,329,Rate
2018,Grainger,County,Tramadol,170,Rate
2018,Greene,County,All Benzodiazepines,58691,Count
2018,Greene,County,Alprazolam,20844,Count
2018,Greene,County,Clonazepam,16588,Count
2018,Greene,County,Diazepam,6531,Count
2018,Greene,County,Lorazepam,10980,Count
2018,Greene,County,All Opioids for Pain,82059,Count
2018,Greene,County,Hydrocodone,38047,Count
2018,Greene,County,Oxycodone,21364,Count
2018,Greene,County,Tramadol,13227,Count
2018,Greene,County,All Benzodiazepines,8520,Patients
2018,Greene,County,Alprazolam,3187,Patients
2018,Greene,County,Clonazepam,1943,Patients
2018,Greene,County,Diazepam,1405,Patients
2018,Greene,County,Lorazepam,2071,Patients
2018,Greene,County,All Opioids for Pain,16702,Patients
2018,Greene,County,Hydrocodone,10583,Patients
2018,Greene,County,Oxycodone,4695,Patients
2018,Greene,County,Tramadol,3633,Patients
2018,Greene,County,All Benzodiazepines,850,Rate
2018,Greene,County,Alprazolam,302,Rate
2018,Greene,County,Clonazepam,240,Rate
2018,Greene,County,Diazepam,95,Rate
2018,Greene,County,Lorazepam,159,Rate
2018,Greene,County,All Opioids for Pain,1188,Rate
2018,Greene,County,Hydrocodone,551,Rate
2018,Greene,County,Oxycodone,309,Rate
2018,Greene,County,Tramadol,191,Rate
2018,Grundy,County,All Benzodiazepines,11712,Count
2018,Grundy,County,Alprazolam,6029,Count
2018,Grundy,County,Clonazepam,1634,Count
2018,Grundy,County,Diazepam,1442,Count
2018,Grundy,County,Lorazepam,1938,Count
2018,Grundy,County,All Opioids for Pain,23239,Count
2018,Grundy,County,Hydrocodone,8793,Count
2018,Grundy,County,Oxycodone,9883,Count
2018,Grundy,County,Tramadol,2314,Count
2018,Grundy,County,All Benzodiazepines,1801,Patients
2018,Grundy,County,Alprazolam,847,Patients
2018,Grundy,County,Clonazepam,268,Patients
2018,Grundy,County,Diazepam,337,Patients
2018,Grundy,County,Lorazepam,408,Patients
2018,Grundy,County,All Opioids for Pain,4301,Patients
2018,Grundy,County,Hydrocodone,2428,Patients
2018,Grundy,County,Oxycodone,1662,Patients
2018,Grundy,County,Tramadol,750,Patients
2018,Grundy,County,All Benzodiazepines,878,Rate
2018,Grundy,County,Alprazolam,452,Rate
2018,Grundy,County,Clonazepam,122,Rate
2018,Grundy,County,Diazepam,108,Rate
2018,Grundy,County,Lorazepam,145,Rate
2018,Grundy,County,All Opioids for Pain,1741,Rate
2018,Grundy,County,Hydrocodone,659,Rate
2018,Grundy,County,Oxycodone,741,Rate
2018,Grundy,County,Tramadol,173,Rate
2018,Hamblen,County,All Benzodiazepines,39340,Count
2018,Hamblen,County,Alprazolam,12292,Count
2018,Hamblen,County,Clonazepam,14166,Count
2018,Hamblen,County,Diazepam,3859,Count
2018,Hamblen,County,Lorazepam,6554,Count
2018,Hamblen,County,All Opioids for Pain,70204,Count
2018,Hamblen,County,Hydrocodone,32932,Count
2018,Hamblen,County,Oxycodone,18591,Count
2018,Hamblen,County,Tramadol,9178,Count
2018,Hamblen,County,All Benzodiazepines,5974,Patients
2018,Hamblen,County,Alprazolam,1961,Patients
2018,Hamblen,County,Clonazepam,1581,Patients
2018,Hamblen,County,Diazepam,1050,Patients
2018,Hamblen,County,Lorazepam,1384,Patients
2018,Hamblen,County,All Opioids for Pain,15269,Patients
2018,Hamblen,County,Hydrocodone,10150,Patients
2018,Hamblen,County,Oxycodone,4010,Patients
2018,Hamblen,County,Tramadol,2637,Patients
2018,Hamblen,County,All Benzodiazepines,609,Rate
2018,Hamblen,County,Alprazolam,190,Rate
2018,Hamblen,County,Clonazepam,219,Rate
2018,Hamblen,County,Diazepam,60,Rate
2018,Hamblen,County,Lorazepam,102,Rate
2018,Hamblen,County,All Opioids for Pain,1087,Rate
2018,Hamblen,County,Hydrocodone,510,Rate
2018,Hamblen,County,Oxycodone,288,Rate
2018,Hamblen,County,Tramadol,142,Rate
2018,Hamilton,County,All Benzodiazepines,162709,Count
2018,Hamilton,County,Alprazolam,51207,Count
2018,Hamilton,County,Clonazepam,41483,Count
2018,Hamilton,County,Diazepam,17534,Count
2018,Hamilton,County,Lorazepam,37660,Count
2018,Hamilton,County,All Opioids for Pain,309306,Count
2018,Hamilton,County,Hydrocodone,129216,Count
2018,Hamilton,County,Oxycodone,89090,Count
2018,Hamilton,County,Tramadol,52269,Count
2018,Hamilton,County,All Benzodiazepines,31631,Patients
2018,Hamilton,County,Alprazolam,9668,Patients
2018,Hamilton,County,Clonazepam,6906,Patients
2018,Hamilton,County,Diazepam,6553,Patients
2018,Hamilton,County,Lorazepam,8940,Patients
2018,Hamilton,County,All Opioids for Pain,81468,Patients
2018,Hamilton,County,Hydrocodone,45636,Patients
2018,Hamilton,County,Oxycodone,27211,Patients
2018,Hamilton,County,Tramadol,20062,Patients
2018,Hamilton,County,All Benzodiazepines,447,Rate
2018,Hamilton,County,Alprazolam,141,Rate
2018,Hamilton,County,Clonazepam,114,Rate
2018,Hamilton,County,Diazepam,48,Rate
2018,Hamilton,County,Lorazepam,103,Rate
2018,Hamilton,County,All Opioids for Pain,849,Rate
2018,Hamilton,County,Hydrocodone,355,Rate
2018,Hamilton,County,Oxycodone,245,Rate
2018,Hamilton,County,Tramadol,143,Rate
2018,Hancock,County,All Benzodiazepines,4495,Count
2018,Hancock,County,Alprazolam,952,Count
2018,Hancock,County,Clonazepam,2300,Count
2018,Hancock,County,Diazepam,555,Count
2018,Hancock,County,Lorazepam,567,Count
2018,Hancock,County,All Opioids for Pain,9105,Count
2018,Hancock,County,Hydrocodone,3942,Count
2018,Hancock,County,Oxycodone,2592,Count
2018,Hancock,County,Tramadol,1150,Count
2018,Hancock,County,All Benzodiazepines,642,Patients
2018,Hancock,County,Alprazolam,142,Patients
2018,Hancock,County,Clonazepam,265,Patients
2018,Hancock,County,Diazepam,121,Patients
2018,Hancock,County,Lorazepam,138,Patients
2018,Hancock,County,All Opioids for Pain,1745,Patients
2018,Hancock,County,Hydrocodone,1148,Patients
2018,Hancock,County,Oxycodone,502,Patients
2018,Hancock,County,Tramadol,297,Patients
2018,Hancock,County,All Benzodiazepines,686,Rate
2018,Hancock,County,Alprazolam,145,Rate
2018,Hancock,County,Clonazepam,351,Rate
2018,Hancock,County,Diazepam,85,Rate
2018,Hancock,County,Lorazepam,87,Rate
2018,Hancock,County,All Opioids for Pain,1390,Rate
2018,Hancock,County,Hydrocodone,602,Rate
2018,Hancock,County,Oxycodone,396,Rate
2018,Hancock,County,Tramadol,176,Rate
2018,Hardeman,County,All Benzodiazepines,16753,Count
2018,Hardeman,County,Alprazolam,8352,Count
2018,Hardeman,County,Clonazepam,3105,Count
2018,Hardeman,County,Diazepam,1396,Count
2018,Hardeman,County,Lorazepam,2843,Count
2018,Hardeman,County,All Opioids for Pain,30825,Count
2018,Hardeman,County,Hydrocodone,18400,Count
2018,Hardeman,County,Oxycodone,5105,Count
2018,Hardeman,County,Tramadol,4246,Count
2018,Hardeman,County,All Benzodiazepines,2663,Patients
2018,Hardeman,County,Alprazolam,1278,Patients
2018,Hardeman,County,Clonazepam,501,Patients
2018,Hardeman,County,Diazepam,367,Patients
2018,Hardeman,County,Lorazepam,550,Patients
2018,Hardeman,County,All Opioids for Pain,6802,Patients
2018,Hardeman,County,Hydrocodone,4550,Patients
2018,Hardeman,County,Oxycodone,1519,Patients
2018,Hardeman,County,Tramadol,1690,Patients
2018,Hardeman,County,All Benzodiazepines,664,Rate
2018,Hardeman,County,Alprazolam,331,Rate
2018,Hardeman,County,Clonazepam,123,Rate
2018,Hardeman,County,Diazepam,55,Rate
2018,Hardeman,County,Lorazepam,113,Rate
2018,Hardeman,County,All Opioids for Pain,1222,Rate
2018,Hardeman,County,Hydrocodone,730,Rate
2018,Hardeman,County,Oxycodone,202,Rate
2018,Hardeman,County,Tramadol,168,Rate
2018,Hardin,County,All Benzodiazepines,24330,Count
2018,Hardin,County,Alprazolam,10836,Count
2018,Hardin,County,Clonazepam,4604,Count
2018,Hardin,County,Diazepam,1891,Count
2018,Hardin,County,Lorazepam,4751,Count
2018,Hardin,County,All Opioids for Pain,39425,Count
2018,Hardin,County,Hydrocodone,19465,Count
2018,Hardin,County,Oxycodone,7781,Count
2018,Hardin,County,Tramadol,7152,Count
2018,Hardin,County,All Benzodiazepines,3842,Patients
2018,Hardin,County,Alprazolam,1703,Patients
2018,Hardin,County,Clonazepam,712,Patients
2018,Hardin,County,Diazepam,472,Patients
2018,Hardin,County,Lorazepam,886,Patients
2018,Hardin,County,All Opioids for Pain,8156,Patients
2018,Hardin,County,Hydrocodone,5178,Patients
2018,Hardin,County,Oxycodone,1901,Patients
2018,Hardin,County,Tramadol,1970,Patients
2018,Hardin,County,All Benzodiazepines,944,Rate
2018,Hardin,County,Alprazolam,420,Rate
2018,Hardin,County,Clonazepam,179,Rate
2018,Hardin,County,Diazepam,73,Rate
2018,Hardin,County,Lorazepam,184,Rate
2018,Hardin,County,All Opioids for Pain,1530,Rate
2018,Hardin,County,Hydrocodone,755,Rate
2018,Hardin,County,Oxycodone,302,Rate
2018,Hardin,County,Tramadol,277,Rate
2018,Hawkins,County,All Benzodiazepines,45731,Count
2018,Hawkins,County,Alprazolam,16612,Count
2018,Hawkins,County,Clonazepam,14263,Count
2018,Hawkins,County,Diazepam,4929,Count
2018,Hawkins,County,Lorazepam,7744,Count
2018,Hawkins,County,All Opioids for Pain,76698,Count
2018,Hawkins,County,Hydrocodone,34414,Count
2018,Hawkins,County,Oxycodone,24560,Count
2018,Hawkins,County,Tramadol,9729,Count
2018,Hawkins,County,All Benzodiazepines,6744,Patients
2018,Hawkins,County,Alprazolam,2554,Patients
2018,Hawkins,County,Clonazepam,1576,Patients
2018,Hawkins,County,Diazepam,1059,Patients
2018,Hawkins,County,Lorazepam,1648,Patients
2018,Hawkins,County,All Opioids for Pain,15483,Patients
2018,Hawkins,County,Hydrocodone,9566,Patients
2018,Hawkins,County,Oxycodone,4989,Patients
2018,Hawkins,County,Tramadol,2907,Patients
2018,Hawkins,County,All Benzodiazepines,809,Rate
2018,Hawkins,County,Alprazolam,294,Rate
2018,Hawkins,County,Clonazepam,252,Rate
2018,Hawkins,County,Diazepam,87,Rate
2018,Hawkins,County,Lorazepam,137,Rate
2018,Hawkins,County,All Opioids for Pain,1357,Rate
2018,Hawkins,County,Hydrocodone,609,Rate
2018,Hawkins,County,Oxycodone,434,Rate
2018,Hawkins,County,Tramadol,172,Rate
2018,Haywood,County,All Benzodiazepines,9307,Count
2018,Haywood,County,Alprazolam,4816,Count
2018,Haywood,County,Clonazepam,1426,Count
2018,Haywood,County,Diazepam,764,Count
2018,Haywood,County,Lorazepam,1364,Count
2018,Haywood,County,All Opioids for Pain,15184,Count
2018,Haywood,County,Hydrocodone,7920,Count
2018,Haywood,County,Oxycodone,2882,Count
2018,Haywood,County,Tramadol,2887,Count
2018,Haywood,County,All Benzodiazepines,1703,Patients
2018,Haywood,County,Alprazolam,935,Patients
2018,Haywood,County,Clonazepam,256,Patients
2018,Haywood,County,Diazepam,252,Patients
2018,Haywood,County,Lorazepam,260,Patients
2018,Haywood,County,All Opioids for Pain,4371,Patients
2018,Haywood,County,Hydrocodone,2890,Patients
2018,Haywood,County,Oxycodone,991,Patients
2018,Haywood,County,Tramadol,1073,Patients
2018,Haywood,County,All Benzodiazepines,537,Rate
2018,Haywood,County,Alprazolam,278,Rate
2018,Haywood,County,Clonazepam,82,Rate
2018,Haywood,County,Diazepam,44,Rate
2018,Haywood,County,Lorazepam,79,Rate
2018,Haywood,County,All Opioids for Pain,876,Rate
2018,Haywood,County,Hydrocodone,457,Rate
2018,Haywood,County,Oxycodone,166,Rate
2018,Haywood,County,Tramadol,167,Rate
2018,Henderson,County,All Benzodiazepines,23600,Count
2018,Henderson,County,Alprazolam,13461,Count
2018,Henderson,County,Clonazepam,4455,Count
2018,Henderson,County,Diazepam,1822,Count
2018,Henderson,County,Lorazepam,2859,Count
2018,Henderson,County,All Opioids for Pain,33882,Count
2018,Henderson,County,Hydrocodone,15816,Count
2018,Henderson,County,Oxycodone,7384,Count
2018,Henderson,County,Tramadol,6048,Count
2018,Henderson,County,All Benzodiazepines,3681,Patients
2018,Henderson,County,Alprazolam,2130,Patients
2018,Henderson,County,Clonazepam,695,Patients
2018,Henderson,County,Diazepam,505,Patients
2018,Henderson,County,Lorazepam,509,Patients
2018,Henderson,County,All Opioids for Pain,8227,Patients
2018,Henderson,County,Hydrocodone,4908,Patients
2018,Henderson,County,Oxycodone,1929,Patients
2018,Henderson,County,Tramadol,2016,Patients
2018,Henderson,County,All Benzodiazepines,847,Rate
2018,Henderson,County,Alprazolam,483,Rate
2018,Henderson,County,Clonazepam,160,Rate
2018,Henderson,County,Diazepam,65,Rate
2018,Henderson,County,Lorazepam,103,Rate
2018,Henderson,County,All Opioids for Pain,1217,Rate
2018,Henderson,County,Hydrocodone,568,Rate
2018,Henderson,County,Oxycodone,265,Rate
2018,Henderson,County,Tramadol,217,Rate
2018,Henry,County,All Benzodiazepines,22667,Count
2018,Henry,County,Alprazolam,10811,Count
2018,Henry,County,Clonazepam,3180,Count
2018,Henry,County,Diazepam,2245,Count
2018,Henry,County,Lorazepam,3425,Count
2018,Henry,County,All Opioids for Pain,42880,Count
2018,Henry,County,Hydrocodone,21692,Count
2018,Henry,County,Oxycodone,10342,Count
2018,Henry,County,Tramadol,5640,Count
2018,Henry,County,All Benzodiazepines,3735,Patients
2018,Henry,County,Alprazolam,1803,Patients
2018,Henry,County,Clonazepam,530,Patients
2018,Henry,County,Diazepam,638,Patients
2018,Henry,County,Lorazepam,677,Patients
2018,Henry,County,All Opioids for Pain,8854,Patients
2018,Henry,County,Hydrocodone,5757,Patients
2018,Henry,County,Oxycodone,2631,Patients
2018,Henry,County,Tramadol,1666,Patients
2018,Henry,County,All Benzodiazepines,701,Rate
2018,Henry,County,Alprazolam,334,Rate
2018,Henry,County,Clonazepam,98,Rate
2018,Henry,County,Diazepam,69,Rate
2018,Henry,County,Lorazepam,106,Rate
2018,Henry,County,All Opioids for Pain,1325,Rate
